@RELATION sentiment_analysis

@ATTRIBUTE cleaned_review STRING
@ATTRIBUTE sentiment {negative,positive}

@DATA
'great bugs related bluetooth resolved',positive
'super laggy needs ram',negative
'liked first starting lag already also already device storage preventing updating apps compared galaxy s3 s4 2 years never experienced lack device storage',positive
'wonderful amazing',positive
'excelente',positive
'seems everything gallaxy s7 satisfied',positive
'great value loaded almost apps sd card phone memory 50 4g speed great lowered montly cell phone bill considerably',positive
'little complicated phone unlocked use country overall great',positive
'recived published time excelent cel phone good use argentina would buy product',positive
'complete garbage',negative
'great phone small',positive
'expected',positive
'good',positive
'first verizon phone put verizon sim card get cell service contacted verizon told serial number real phone ridiculous second charged one time charge agian phone would take charge said charging battery went better get refund',negative
'great phone recomend',positive
'phone works perfectly issues daughter loves excited got quickly',positive
'good reception nothing extravagant bit job need basic phone',positive
'sadly battery lasting expected described',negative
